주차장관리번호,주차장명,주차장구분,주차장유형,소재지도로명주소,소재지지번주소,주차구획수,급지구분,부제시행구분,운영요일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,요금정보,주차기본시간,주차기본요금,추가단위시간,추가단위요금,1일주차권요금적용시간,1일주차권요금,월정기권요금,결제방법,특기사항,관리기관명,전화번호,위도,경도,장애인전용주차구역보유여부,데이터기준일자,제공기관코드,제공기관명,주소,전체주소,시도
209-1-000010,범계역노상 주차장,공영,노상,경기도 안양시 동안구 평촌대로223번길 55,경기도 안양시 동안구 호계동 1046-5,168,1,미시행,평일+토요일+공휴일,09:00,22:00,09:00,22:00,00:00,22:00,유료,30.0,600.0,,,,,,,,경기도 안양시,031-8045-5255,37.39024129,126.9527543,,2024-12-26,3830000,경기도 안양시,,경기도 안양시 동안구 평촌대로223번길 55,경기도
209-1-000011,먹거리촌노상 주차장,공영,노상,경기도 안양시 동안구 귀인로190번길 23,,45,2,미시행,평일+토요일,10:00,21:00,10:00,21:00,00:00,00:00,유료,30.0,400.0,,,,,,,,경기도 안양시,031-8045-5255,37.38433823,126.960806,,2024-12-26,3830000,경기도 안양시,,경기도 안양시 동안구 귀인로190번길 23,경기도
209-1-000012,학원가노상 주차장,공영,노상,경기도 안양시 동안구 귀인로172번길 42,,27,2,미시행,평일+토요일,10:00,20:00,10:00,20:00,00:00,00:00,유료,30.0,400.0,,,,,,,,경기도 안양시,031-8045-5255,37.38294211,126.9590539,,2024-12-26,3830000,경기도 안양시,,경기도 안양시 동안구 귀인로172번길 42,경기도
209-1-000013,관양2동복개 주차장,공영,노상,경기도 안양시 동안구 벌말로 174,,139,2,미시행,평일,09:00,18:00,00:00,00:00,00:00,00:00,유료,30.0,400.0,,,,,,,,경기도 안양시,031-8045-5255,37.4022423,126.9714115,,2024-12-26,3830000,경기도 안양시,,경기도 안양시 동안구 벌말로 174,경기도
209-1-000014,관악3노상 주차장,공영,노상,경기도 안양시 동안구 관악대로 479-2,경기도 안양시 동안구 관양동 107-3,42,1,미시행,평일,09:00,19:00,00:00,00:00,00:00,00:00,유료,30.0,600.0,,,,,,,,경기도 안양시,031-8045-5255,37.40308902,126.9757237,,2024-12-26,3830000,경기도 안양시,,경기도 안양시 동안구 관악대로 479-2,경기도
209-2-000001,해동놀이터 주차장,공영,노외,경기도 안양시 동안구 관악대로287번길 104-22,,76,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,30.0,200.0,,,,,,,,경기도 안양시,031-8045-5255,37.40741898,126.9561322,,2024-12-26,3830000,경기도 안양시,,경기도 안양시 동안구 관악대로287번길 104-22,경기도
209-2-000002,관양2동 노외 주차장,공영,노외,경기도 안양시 동안구 흥안대로507번길 32,경기도 안양시 동안구 관양동 1496-7,203,3,미시행,평일,09:00,20:00,00:00,00:00,00:00,00:00,유료,30.0,200.0,,,,,,,,경기도 안양시,031-8045-5255,37.39922959,126.975011,,2024-12-26,3830000,경기도 안양시,,경기도 안양시 동안구 흥안대로507번길 32,경기도
209-2-000003,관양2동 공업부지 노외 주차장,공영,노외,경기도 안양시 동안구 시민대로383번길 38,경기도 안양시 동안구 관양동 850-3,49,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,30.0,400.0,,,,,,,,경기도 안양시,031-8045-5255,37.39809762,126.973011,,2024-12-26,3830000,경기도 안양시,,경기도 안양시 동안구 시민대로383번길 38,경기도
215-2-000026,중앙시장 주차장,공영,노외,경기도 동두천시 생연로 162,경기도 동두천시 생연동 588-3,66,2,미시행,평일+토요일,09:00,20:00,09:00,20:00,00:00,00:00,유료,120.0,0.0,10.0,400.0,,4000.0,40000.0,현금+신용카드,경차+장애인차량할인+2시간이내 무료주차,경기도 동두천시 시설관리공단,031-865-6004,37.90680805,127.0528331,Y,2025-04-02,3920000,경기도 동두천시,,경기도 동두천시 생연로 162,경기도
215-2-000027,5060청춘로드 주차장,공영,노외,,경기도 동두천시 생연동 824-60,34,2,미시행,평일+토요일,09:00,20:00,09:00,20:00,00:00,00:00,유료,120.0,0.0,10.0,400.0,,4000.0,40000.0,현금+신용카드,경차+장애인차량할인+2시간이내 무료주차,경기도 동두천시 시설관리공단,031-865-6004,37.90523435,127.0515456,Y,2025-04-02,3920000,경기도 동두천시,,경기도 동두천시 생연동 824-60,경기도
215-2-000028,중앙동 공영주차장,공영,노외,경기도 동두천시 동광로66번길 28,경기도 동두천시 생연동 612-1,41,2,미시행,평일+토요일,09:00,20:00,09:00,20:00,00:00,00:00,유료,120.0,0.0,10.0,400.0,,4000.0,,신용카드,경차+장애인차량할인+2시간이내 무료주차,경기도 동두천시 시설관리공단,031-865-6004,37.90738006,127.0551875,Y,2025-04-02,3920000,경기도 동두천시,,경기도 동두천시 동광로66번길 28,경기도
215-2-000029,송내1주차장,공영,노외,,경기도 동두천시 지행동 720,107,1,미시행,평일+토요일+공휴일,09:00,22:00,09:00,22:00,09:00,22:00,유료,30.0,600.0,10.0,200.0,,6000.0,,현금+신용카드,경차+장애인차량할인,경기도 동두천시 시설관리공단,031-865-6004,37.89148117,127.0539419,Y,2025-04-02,3920000,경기도 동두천시,,경기도 동두천시 지행동 720,경기도
215-2-000030,송내4주차장,공영,노외,,경기도 동두천시 지행동 722,102,1,미시행,평일+토요일+공휴일,09:00,22:00,09:00,22:00,09:00,22:00,유료,30.0,600.0,10.0,200.0,,6000.0,50000.0,현금+신용카드,경차+장애인차량할인,경기도 동두천시 시설관리공단,031-865-6004,37.89084467,127.0524788,Y,2025-04-02,3920000,경기도 동두천시,,경기도 동두천시 지행동 722,경기도
215-2-000031,송내지구 공영주차장,공영,노외,경기도 동두천시 중앙로33번길 9-44,경기도 동두천시 송내동 681,96,2,미시행,평일+토요일,09:00,20:00,09:00,20:00,00:00,00:00,유료,120.0,0.0,10.0,400.0,,4000.0,40000.0,현금+신용카드,경차+장애인차량할인+2시간이내 무료주차,경기도 동두천시 시설관리공단,031-865-6004,37.88279313,127.0523069,Y,2025-04-02,3920000,경기도 동두천시,,경기도 동두천시 중앙로33번길 9-44,경기도
215-2-000032,대형자동차 공영주차장(대형),공영,노외,,경기도 동두천시 상패동 252-2,139,2,미시행,평일+토요일,09:00,21:00,09:00,21:00,00:00,00:00,유료,30.0,600.0,10.0,200.0,,8000.0,100000.0,현금+신용카드,경차+장애인차량할인,경기도 동두천시 시설관리공단,031-865-6004,37.90101758,127.0353953,Y,2025-04-02,3920000,경기도 동두천시,,경기도 동두천시 상패동 252-2,경기도
215-2-000033,대형자동차 공영주차장(소형),공영,노외,,경기도 동두천시 상패동 252-2,44,2,미시행,평일+토요일,09:00,21:00,09:00,21:00,00:00,00:00,유료,30.0,500.0,10.0,200.0,,4000.0,,현금+신용카드,경차+장애인차량할인,경기도 동두천시 시설관리공단,031-865-6004,37.90101758,127.0353953,Y,2025-04-02,3920000,경기도 동두천시,,경기도 동두천시 상패동 252-2,경기도
215-2-000035,미2사단 보산동 공영주차장,공영,노외,경기도 동두천시 평화로 2557-1,경기도 동두천시 보산동 441-3,32,2,미시행,평일+토요일,09:00,23:59,09:00,23:59,00:00,00:00,유료,120.0,0.0,10.0,400.0,,4000.0,,신용카드,경차+장애인차량할인+2시간이내 무료주차,경기도 동두천시청 교통행정과,031-860-2293,37.91615923,127.0570332,Y,2025-04-02,3920000,경기도 동두천시,,경기도 동두천시 평화로 2557-1,경기도
215-2-000036,생연로일원 공영주차장,공영,노외,,경기도 동두천시 생연동 818-11,19,2,미시행,평일+토요일,09:00,23:59,09:00,23:59,00:00,00:00,유료,120.0,0.0,10.0,400.0,,4000.0,,신용카드,경차+장애인차량할인+2시간이내 무료주차,경기도 동두천시청 교통행정과,031-860-2293,37.9039305,127.0508524,Y,2025-04-02,3920000,경기도 동두천시,,경기도 동두천시 생연동 818-11,경기도
215-2-000037,은성교회 전철하부주차장,공영,노외,경기도 동두천시 평화로 2511,경기도 동두천시 생연동 545-7,26,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,0.0,,,,,,,,경기도 동두천시청 교통행정과,031-860-2293,37.91218589,127.0575986,N,2025-04-02,3920000,경기도 동두천시,,경기도 동두천시 평화로 2511,경기도
215-2-000038,미2사단 정문 맞은 편 지하철 하부,공영,노외,,경기도 동두천시 보산동 434-1,70,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,0.0,,,,,,,,경기도 동두천시청 교통행정과,031-860-2293,37.91958542,127.0561696,N,2025-04-02,3920000,경기도 동두천시,,경기도 동두천시 보산동 434-1,경기도
215-2-000039,동두천역주차장,공영,노외,경기도동두천시평화로 2687,경기도 동두천시 동두천동 245-6,68,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,0.0,,,,,,,,경기도 동두천시청 교통행정과,031-860-2293,37.92840047,127.0556447,N,2025-04-02,3920000,경기도 동두천시,,경기도동두천시평화로 2687,경기도
215-2-000004,제일시장,공영,노외,,경기도 동두천시 생연동 824-19,16,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,0.0,,,,,,,,경기도 동두천시청 교통행정과,031-860-2293,37.9046288,127.0513558,Y,2025-04-02,3920000,경기도 동두천시,,경기도 동두천시 생연동 824-19,경기도
215-2-000005,중앙동행정복지센터,공영,노외,,경기도 동두천시 생연동 604-10,29,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,0.0,,,,,,,,경기도 동두천시청 교통행정과,031-860-2293,37.90759801,127.0533984,Y,2025-04-02,3920000,경기도 동두천시,,경기도 동두천시 생연동 604-10,경기도
215-2-000006,중앙동5통주차장,공영,노외,,경기도 동두천시 생연동 552-16,12,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,0.0,,,,,,,,경기도 동두천시청 교통행정과,031-860-2293,37.90932744,127.0559134,N,2025-04-02,3920000,경기도 동두천시,,경기도 동두천시 생연동 552-16,경기도
215-2-000007,중앙동13통주차장,공영,노외,,경기도 동두천시 생연동 582-39,16,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,0.0,,,,,,,,경기도 동두천시청 교통행정과,031-860-2293,37.90933507,127.0521574,N,2025-04-02,3920000,경기도 동두천시,,경기도 동두천시 생연동 582-39,경기도
215-2-000008,중앙동 빗물펌프장 1,공영,노외,,경기도 동두천시 생연동 580-71,25,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,0.0,,,,,,,,경기도 동두천시청 교통행정과,031-860-2293,37.91194821,127.0543269,N,2025-04-02,3920000,경기도 동두천시,,경기도 동두천시 생연동 580-71,경기도
215-2-000009,중앙동 빗물펌프장 2,공영,노외,,경기도 동두천시 생연동 826-1,21,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,0.0,,,,,,,,경기도 동두천시청 교통행정과,031-860-2293,37.9075918,127.0513922,N,2025-04-02,3920000,경기도 동두천시,,경기도 동두천시 생연동 826-1,경기도
215-2-000010,보산1펌프장지구,공영,노외,,경기도 동두천시 보산동 458-15,18,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,0.0,,,,,,,,경기도 동두천시청 교통행정과,031-860-2293,37.92241796,127.056467,N,2025-04-02,3920000,경기도 동두천시,,경기도 동두천시 보산동 458-15,경기도
215-2-000011,한미문화의광장 주차장,공영,노외,경기도 동두천시 상패로 210-27,경기도 동두천시 보산동 431-36,42,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,0.0,,,,,,,,경기도 동두천시청 교통행정과,031-860-2293,37.91665362,127.0558196,N,2025-04-02,3920000,경기도 동두천시,,경기도 동두천시 상패로 210-27,경기도
215-2-000012,DDC커뮤니티센터,공영,노외,,경기도 동두천시 보산동 425-1,15,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,0.0,,,,,,,,경기도 동두천시청 교통행정과,031-860-2293,37.9137149,127.056923,N,2025-04-02,3920000,경기도 동두천시,,경기도 동두천시 보산동 425-1,경기도
215-2-000013,불현지구 임시주차장,공영,노외,,경기도 동두천시 생연동 745-13,34,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,0.0,,,,,,,,경기도 동두천시청 교통행정과,031-860-2293,37.8955909,127.0573884,N,2025-04-02,3920000,경기도 동두천시,,경기도 동두천시 생연동 745-13,경기도
215-2-000014,탑동1주차장,공영,노외,,경기도 동두천시 탑동동 350-1,34,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,0.0,,,,,,,,경기도 동두천시청 교통행정과,031-860-2293,37.89190135,127.1093494,N,2025-04-02,3920000,경기도 동두천시,,경기도 동두천시 탑동동 350-1,경기도
215-2-000015,탑동2주차장,공영,노외,경기도 동두천시 탑신로 215-12,경기도 동두천시 탑동동 370,31,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,0.0,,,,,,,,경기도 동두천시청 교통행정과,031-860-2293,37.8965291,127.1143411,N,2025-04-02,3920000,경기도 동두천시,,경기도 동두천시 탑신로 215-12,경기도
215-2-000016,탑동3주차장,공영,노외,경기도 동두천시 탑신로 315,경기도 동두천시 탑동동 225,43,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,0.0,,,,,,,,경기도 동두천시청 교통행정과,031-860-2293,37.89207508,127.1221641,N,2025-04-02,3920000,경기도 동두천시,,경기도 동두천시 탑신로 315,경기도
215-2-000017,탑동4주차장,공영,노외,,경기도 동두천시 탑동동 366-1,16,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,0.0,,,,,,,,경기도 동두천시청 교통행정과,031-860-2293,37.89577031,127.1119324,N,2025-04-02,3920000,경기도 동두천시,,경기도 동두천시 탑동동 366-1,경기도
215-2-000018,탑동5주차장,공영,노외,,경기도 동두천시 탑동동 218-1,49,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,0.0,,,,,,,,경기도 동두천시청 교통행정과,031-860-2293,37.89276326,127.1208309,N,2025-04-02,3920000,경기도 동두천시,,경기도 동두천시 탑동동 218-1,경기도
215-2-000019,탑동6주차장,공영,노외,,경기도 동두천시 탑동동 205,26,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,0.0,,,,,,,,경기도 동두천시청 교통행정과,031-860-2293,37.89133515,127.1262674,N,2025-04-02,3920000,경기도 동두천시,,경기도 동두천시 탑동동 205,경기도
215-2-000020,광암교주차장,공영,노외,,경기도 동두천시 광암동 195-1,8,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,0.0,,,,,,,,경기도 동두천시청 교통행정과,031-860-2293,37.89463268,127.087224,N,2025-04-02,3920000,경기도 동두천시,,경기도 동두천시 광암동 195-1,경기도
215-2-000021,송내3주차장,공영,노외,,경기도 동두천시 송내동 676,21,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,0.0,,,,,,,,경기도 동두천시청 교통행정과,031-860-2293,37.8826288,127.053493,N,2025-04-02,3920000,경기도 동두천시,,경기도 동두천시 송내동 676,경기도
215-2-000022,송내2주차장,공영,노외,,경기도 동두천시 송내동 689,23,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,0.0,,,,,,,,경기도 동두천시청 교통행정과,031-860-2293,37.88417814,127.0507834,N,2025-04-02,3920000,경기도 동두천시,,경기도 동두천시 송내동 689,경기도
215-2-000023,동두천중앙역세권,공영,노외,,경기도 동두천시 생연동 678-60,40,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,0.0,,,,,,,,경기도 동두천시청 교통행정과,031-860-2293,37.9029251,127.0550301,Y,2025-04-02,3920000,경기도 동두천시,,경기도 동두천시 생연동 678-60,경기도
215-2-000024,상패동 8통,공영,노외,,경기도 동두천시 상패동 687-1,9,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,0.0,,,,,,,,경기도 동두천시청 교통행정과,031-860-2293,37.90232169,127.0255418,N,2025-04-02,3920000,경기도 동두천시,,경기도 동두천시 상패동 687-1,경기도
215-2-000025,큰시장 공영주차장,공영,노외,경기도 동두천시 큰시장로 57,경기도 동두천시 생연동 811-1,63,2,미시행,평일+토요일,09:00,20:00,09:00,20:00,00:00,00:00,유료,120.0,0.0,10.0,400.0,,4000.0,,현금+신용카드,경차+장애인차량할인+2시간이내 무료주차,경기도 동두천시 시설관리공단,031-865-6004,37.90018291,127.0512966,Y,2025-04-02,3920000,경기도 동두천시,,경기도 동두천시 큰시장로 57,경기도
215-1-000008,"중앙경로당, 빨간풍차",공영,노상,"경기도 동두천시 동광로77, 88번길, 중앙로362번길",경기도 동두천시 생연동 548-1,107,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,0.0,,,,,,,,경기도 동두천시청 교통행정과,031-860-2293,37.91180504,127.057447,N,2025-04-02,3920000,경기도 동두천시,,"경기도 동두천시 동광로77, 88번길, 중앙로362번길",경기도
215-1-000009,제일감리교회 앞,공영,노상,경기도 동두천시 동두천로 294,경기도 동두천시 생연동 616-79,21,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,0.0,,,,,,,,경기도 동두천시청 교통행정과,031-860-2293,37.90765285,127.0561695,N,2025-04-02,3920000,경기도 동두천시,,경기도 동두천시 동두천로 294,경기도
215-1-000010,염산부인과 앞,공영,노상,경기도 동두천시 동광로 124,경기도 동두천시 생연동 522-23,26,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,0.0,,,,,,,,경기도 동두천시청 교통행정과,031-860-2293,37.91198659,127.0610196,N,2025-04-02,3920000,경기도 동두천시,,경기도 동두천시 동광로 124,경기도
215-1-000011,동광극장 앞,공영,노상,경기도 동두천시 동광로 33,경기도 동두천시 생연동 828-2,25,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,0.0,,,,,,,,경기도 동두천시청 교통행정과,031-860-2293,37.90883275,127.0520047,N,2025-04-02,3920000,경기도 동두천시,,경기도 동두천시 동광로 33,경기도
215-1-000012,동두천벽지·장판 매장 앞,공영,노상,경기도 동두천시 중앙로274번길 25,경기도 동두천시 생연동 597-1,9,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,0.0,,,,,,,,경기도 동두천시청 교통행정과,031-860-2293,37.90591711,127.055745,N,2025-04-02,3920000,경기도 동두천시,,경기도 동두천시 중앙로274번길 25,경기도
215-1-000013,로하스요양병원 옆 도로,공영,노상,경기도 동두천시 강변로420번길 10,경기도 동두천시 생연동 825-167,10,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,0.0,,,,,,,,경기도 동두천시청 교통행정과,031-860-2293,37.90623406,127.0513986,N,2025-04-02,3920000,경기도 동두천시,,경기도 동두천시 강변로420번길 10,경기도
215-1-000014,경환공업사 앞,공영,노상,경기도 동두천시 동광로 172,경기도 동두천시 보산동 387-7,24,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,0.0,,,,,,,,경기도 동두천시청 교통행정과,031-860-2293,37.91543626,127.0605571,N,2025-04-02,3920000,경기도 동두천시,,경기도 동두천시 동광로 172,경기도
215-1-000015,"동두천쇼핑, 초원식당",공영,노상,경기도 동두천시 평화로 2544,경기도 동두천시 보산동 365-37,16,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,0.0,,,,,,,,경기도 동두천시청 교통행정과,031-860-2293,37.91479865,127.0577258,N,2025-04-02,3920000,경기도 동두천시,,경기도 동두천시 평화로 2544,경기도
215-1-000016,동양가구 앞,공영,노상,경기도 동두천시 평화로2530번길,경기도 동두천시 보산동 412-25,16,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,0.0,,,,,,,,경기도 동두천시청 교통행정과,031-860-2293,37.91348481,127.0581171,N,2025-04-02,3920000,경기도 동두천시,,경기도 동두천시 평화로2530번길,경기도
215-1-000017,카리스뮤직 앞,공영,노상,경기도 동두천시 상패로 214-1,경기도 동두천시 보산동 436-16,14,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,0.0,,,,,,,,경기도 동두천시청 교통행정과,031-860-2293,37.91760142,127.0561753,N,2025-04-02,3920000,경기도 동두천시,,경기도 동두천시 상패로 214-1,경기도
215-1-000018,보산손세차장 앞,공영,노상,경기도 동두천시 중앙로 378,경기도 동두천시 보산동 410-34,15,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,0.0,,,,,,,,경기도 동두천시청 교통행정과,031-860-2293,37.9129971,127.0586768,N,2025-04-02,3920000,경기도 동두천시,,경기도 동두천시 중앙로 378,경기도
215-1-000019,동두천중앙고 후문 앞,공영,노상,경기도 동두천시 평화로 2280,경기도 동두천시 지행동 340-2,15,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,0.0,,,,,,,,경기도 동두천시청 교통행정과,031-860-2293,37.89165104,127.0581024,N,2025-04-02,3920000,경기도 동두천시,,경기도 동두천시 평화로 2280,경기도
215-1-000020,재광타운 앞,공영,노상,경기도 동두천시 못골로49번길 40,경기도 동두천시 생연동 244,9,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,0.0,,,,,,,,경기도 동두천시청 교통행정과,031-860-2293,37.90212721,127.0658475,N,2025-04-02,3920000,경기도 동두천시,,경기도 동두천시 못골로49번길 40,경기도
215-1-000021,폭포수농원 옆,공영,노상,경기도 동두천시 탑신로 438,경기도 동두천시 탑동동 103,9,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,0.0,,,,,,,,경기도 동두천시청 교통행정과,031-860-2293,37.89268955,127.1353224,N,2025-04-02,3920000,경기도 동두천시,,경기도 동두천시 탑신로 438,경기도
215-1-000022,(구)전자랜드 앞,공영,노상,경기도 동두천시 동두천로 9,경기도 동두천시 송내동 698-21,14,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,0.0,,,,,,,,경기도 동두천시청 교통행정과,031-860-2293,37.8822938014,127.0539542592,N,2025-04-02,3920000,경기도 동두천시,,경기도 동두천시 동두천로 9,경기도
215-1-000023,동두천역 철길(담장) 옆,공영,노상,경기도 동두천시 원터강변로41번길 91,경기도 동두천시 동두천동 544-1,39,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,0.0,,,,,,,,경기도 동두천시청 교통행정과,031-860-2293,37.928648,127.0535535,N,2025-04-02,3920000,경기도 동두천시,,경기도 동두천시 원터강변로41번길 91,경기도
215-1-000024,동두천일반산업단지 내,공영,노상,경기도 동두천시 강변로690번길~702번길,"경기도 동두천시 동두천동 542-2, 544",180,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,0.0,,,,,,,,경기도 동두천시청 교통행정과,031-860-2293,37.9286218332,127.0514181883,N,2025-04-02,3920000,경기도 동두천시,,경기도 동두천시 강변로690번길~702번길,경기도
215-1-000025,동두천중앙역→보산역 방향 일방통행로,공영,노상,경기도 동두천시 정장로 55,경기도 동두천시 생연동 631-6 ~ 생연동 538-8,113,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,0.0,,,,,,,,경기도 동두천시청 교통행정과,031-860-2293,37.9043356393,127.0569778,N,2025-04-02,3920000,경기도 동두천시,,경기도 동두천시 정장로 55,경기도
215-2-000001,중앙근린공원 공영주차장,공영,노외,,경기도 동두천시 생연동 221,46,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,0.0,,,,,,,,경기도 동두천시청 교통행정과,031-860-2293,37.90839056,127.0645902,N,2025-04-02,3920000,경기도 동두천시,,경기도 동두천시 생연동 221,경기도
215-2-000002,동두천초교 정문 앞,공영,노외,,경기도 동두천시 생연동 478-2,13,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,0.0,,,,,,,,경기도 동두천시청 교통행정과,031-860-2293,37.9081111,127.0585996,N,2025-04-02,3920000,경기도 동두천시,,경기도 동두천시 생연동 478-2,경기도
215-2-000003,임시주차장(생연파출소 세아프라자),공영,노외,,경기도 동두천시 생연동 814-1,91,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,0.0,,,,,,,,경기도 동두천시청 교통행정과,031-860-2293,37.90099951,127.0511247,N,2025-04-02,3920000,경기도 동두천시,,경기도 동두천시 생연동 814-1,경기도
215-1-000001,한빛누리고 앞,공영,노상,경기도 동두천시 동광로 124,경기도 동두천시 생연동 512-61,15,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,0.0,,,,,,,,경기도 동두천시청 교통행정과,031-860-2293,37.91198659,127.0610196,N,2025-04-02,3920000,경기도 동두천시,,경기도 동두천시 동광로 124,경기도
215-1-000002,우성아파트·동원아파트 앞,공영,노상,경기도 동두천시 송터로 15,"경기도 동두천시 생연동 465-3, 464-9",26,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,0.0,,,,,,,,경기도 동두천시청 교통행정과,031-860-2293,37.90902998,127.0616787,N,2025-04-02,3920000,경기도 동두천시,,경기도 동두천시 송터로 15,경기도
215-1-000003,한국국토정보공사·시청 후문,공영,노상,경기도 동두천시 정장로 72,경기도 동두천시 생연동 455-15,21,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,0.0,,,,,,,,경기도 동두천시청 교통행정과,031-860-2293,37.90392291,127.0588165,N,2025-04-02,3920000,경기도 동두천시,,경기도 동두천시 정장로 72,경기도
215-1-000004,향미식당 앞,공영,노상,경기도 동두천시 생연로 110,경기도 동두천시 생연동 821-23,15,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,0.0,,,,,,,,경기도 동두천시청 교통행정과,031-860-2293,37.90227695,127.0509486,N,2025-04-02,3920000,경기도 동두천시,,경기도 동두천시 생연로 110,경기도
215-1-000005,G7호텔 주변,공영,노상,경기도 동두천시 어수로101번길 14,경기도 동두천시 생연동 672-13,18,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,0.0,,,,,,,,경기도 동두천시청 교통행정과,031-860-2293,37.9031456,127.0542649,N,2025-04-02,3920000,경기도 동두천시,,경기도 동두천시 어수로101번길 14,경기도
